,0-XNose,0-YNose,1-XNeck,1-YNeck,2-XRShoulder,2-YRShoulder,3-XRElbow,3-YRElbow,4-XRWrist,4-YRWrist,5-XLShoulder,5-YLShoulder,6-XLElbow,6-YLElbow,7-XLWrist,7-YLWrist,8-XMidHip,8-YMidHip,9-XRHip,9-YRHip,10-XRKnee,10-YRKnee,11-XRAnkle,11-YRAnkle,12-XLHip,12-YLHip,13-XLKnee,13-YLKnee,14-XLAnkle,14-YLAnkle,15-XREye,15-YREye,16-XLEye,16-YLEye,17-XREar,17-YREar,18-XLEar,18-YLEar,19-XLBigToe,19-YLBigToe,20-XLSmallToe,20-YLSmallToe,21-XLHeel,21-YLHeel,22-XRBigToe,22-YRBigToe,23-XRSmallToe,23-YRSmallToe,24-XRHeel,24-YRHeel,Source-Image,position,RightKneeAngle,LeftKneeAngle,LeftHeelAngleAngle,RightHeelAngleAngle,HipAngle
93,452.0,78.0,382.0,130.0,347.0,117.0,521.0,143.0,486.0,117.0,417.0,130.0,486.0,169.0,504.0,130.0,382.0,234.0,365.0,234.0,365.0,300.0,347.0,378.0,417.0,234.0,400.0,300.0,382.0,365.0,434.0,78.0,,,400.0,78.0,,,417.0,378.0,417.0,378.0,382.0,378.0,400.0,391.0,382.0,391.0,347.0,391.0,side/right_top/20190103_145451.jpg,right_top,167.0053832080835,178.96539755907364,105.95087141500339,93.6219085190745,179.56594936786087
94,313.0,65.0,226.0,117.0,260.0,117.0,400.0,117.0,521.0,117.0,173.0,117.0,,,,,208.0,247.0,226.0,247.0,278.0,352.0,226.0,456.0,191.0,247.0,260.0,352.0,243.0,443.0,295.0,65.0,295.0,65.0,226.0,65.0,,,330.0,443.0,313.0,443.0,,,295.0,469.0,278.0,469.0,191.0,469.0,side/right_top/20190103_155151.jpg,right_top,127.088582765267,136.1077336544954,,117.40457926674374,141.96231276535408
95,295.0,78.0,191.0,117.0,226.0,117.0,365.0,130.0,486.0,130.0,139.0,117.0,,,,,156.0,247.0,173.0,247.0,226.0,352.0,156.0,456.0,121.0,247.0,191.0,352.0,173.0,443.0,260.0,65.0,278.0,65.0,191.0,65.0,,,226.0,443.0,226.0,443.0,139.0,456.0,226.0,469.0,208.0,469.0,139.0,469.0,side/right_top/20190103_155152.jpg,right_top,119.27350817807303,135.12113254576843,165.55414427742974,120.04720611637204,138.36646066342982
96,295.0,26.0,226.0,65.0,173.0,65.0,400.0,65.0,504.0,52.0,295.0,65.0,400.0,78.0,469.0,78.0,226.0,208.0,191.0,208.0,278.0,313.0,278.0,417.0,260.0,208.0,243.0,300.0,226.0,391.0,278.0,13.0,295.0,13.0,208.0,26.0,,,,,,,226.0,404.0,313.0,404.0,313.0,417.0,260.0,430.0,side/right_top/20190103_155211.jpg,right_top,140.3558250428552,179.88753873676455,,111.11636116093611,160.69699972733247
97,313.0,26.0,208.0,78.0,243.0,78.0,295.0,182.0,382.0,234.0,156.0,91.0,,,,,208.0,208.0,208.0,221.0,226.0,313.0,226.0,404.0,191.0,208.0,208.0,300.0,191.0,391.0,278.0,13.0,313.0,13.0,208.0,26.0,,,,,,,173.0,404.0,295.0,404.0,295.0,404.0,208.0,417.0,side/right_top/20190103_155213.jpg,right_top,168.92979742206066,158.9491902213448,,100.03753764807794,174.77934876937604
98,313.0,117.0,260.0,156.0,191.0,143.0,313.0,143.0,382.0,143.0,313.0,156.0,400.0,169.0,539.0,169.0,260.0,273.0,243.0,273.0,260.0,352.0,208.0,430.0,295.0,273.0,313.0,339.0,260.0,404.0,295.0,104.0,313.0,104.0,226.0,104.0,,,278.0,404.0,278.0,404.0,260.0,404.0,260.0,443.0,243.0,443.0,191.0,430.0,side/right_top/20190103_155257.jpg,right_top,134.1656544244532,125.5516082024738,111.5600639065651,113.76237979366898,159.9217705225852
99,313.0,117.0,243.0,156.0,208.0,143.0,313.0,143.0,417.0,143.0,295.0,169.0,,,,,260.0,260.0,226.0,260.0,243.0,352.0,208.0,430.0,295.0,273.0,295.0,339.0,260.0,417.0,295.0,117.0,313.0,117.0,243.0,104.0,,,295.0,417.0,295.0,417.0,243.0,417.0,278.0,456.0,243.0,443.0,191.0,430.0,side/right_top/20190103_155309.jpg,right_top,145.3641958993031,155.8333701570145,119.65113888146377,101.42044239133529,176.72545315223329
100,313.0,117.0,260.0,156.0,208.0,143.0,313.0,143.0,417.0,156.0,313.0,156.0,365.0,156.0,434.0,156.0,243.0,260.0,208.0,260.0,243.0,339.0,208.0,430.0,278.0,260.0,278.0,339.0,260.0,404.0,313.0,104.0,313.0,104.0,243.0,104.0,,,347.0,430.0,295.0,417.0,243.0,417.0,278.0,443.0,260.0,456.0,191.0,430.0,side/right_top/20190103_155312.jpg,right_top,135.0673275595078,164.52136183458163,130.35197290191581,99.87600412586391,158.22604147682947
101,313.0,117.0,243.0,156.0,208.0,156.0,347.0,143.0,,,295.0,156.0,382.0,169.0,486.0,169.0,243.0,260.0,226.0,273.0,243.0,352.0,208.0,430.0,278.0,260.0,278.0,339.0,260.0,417.0,295.0,104.0,313.0,104.0,243.0,104.0,,,295.0,430.0,295.0,417.0,243.0,417.0,278.0,456.0,260.0,456.0,191.0,443.0,side/right_top/20190103_155315.jpg,right_top,143.6890921074475,167.0053832080835,118.18268827834058,101.56626756551931,168.43256013840093
102,278.0,117.0,226.0,169.0,191.0,156.0,260.0,156.0,347.0,143.0,295.0,182.0,330.0,169.0,400.0,169.0,226.0,273.0,191.0,273.0,226.0,352.0,173.0,430.0,260.0,273.0,260.0,339.0,226.0,417.0,260.0,117.0,278.0,117.0,191.0,117.0,,,278.0,430.0,260.0,417.0,226.0,430.0,226.0,443.0,208.0,443.0,156.0,443.0,side/right_top/20190103_155318.jpg,right_top,121.90923318246888,156.44773632710533,132.1681369516654,118.98968001596475,166.80353680778157
103,243.0,130.0,208.0,169.0,156.0,156.0,295.0,169.0,382.0,182.0,260.0,169.0,313.0,169.0,400.0,169.0,243.0,273.0,208.0,273.0,243.0,352.0,173.0,443.0,260.0,273.0,278.0,339.0,226.0,417.0,226.0,117.0,243.0,117.0,173.0,117.0,,,278.0,430.0,278.0,430.0,226.0,417.0,226.0,443.0,208.0,443.0,156.0,443.0,side/right_top/20190103_155321.jpg,right_top,118.53624655610214,131.05481377096245,134.2067268743422,130.78228251621346,174.9703684991284
104,260.0,130.0,226.0,169.0,173.0,169.0,121.0,208.0,34.0,260.0,295.0,182.0,295.0,234.0,295.0,260.0,226.0,273.0,191.0,273.0,208.0,339.0,173.0,430.0,260.0,286.0,243.0,352.0,226.0,417.0,226.0,117.0,260.0,117.0,191.0,130.0,,,260.0,417.0,260.0,417.0,208.0,417.0,243.0,456.0,226.0,456.0,156.0,443.0,side/right_top/20190103_155326.jpg,right_top,144.51845325008594,179.78728460873214,163.7939851688168,98.47790544451101,179.6048629574929
105,347.0,104.0,260.0,143.0,260.0,143.0,243.0,208.0,278.0,273.0,278.0,143.0,,,313.0,260.0,243.0,247.0,243.0,260.0,243.0,352.0,208.0,443.0,278.0,247.0,295.0,326.0,208.0,443.0,347.0,91.0,,,278.0,91.0,,,330.0,417.0,313.0,417.0,173.0,456.0,295.0,456.0,278.0,456.0,191.0,456.0,side/right_top/20190103_155357.jpg,right_top,158.96248897457818,131.2216080744656,143.73617470710818,109.77144250175857,154.93569388522326
106,365.0,78.0,295.0,130.0,295.0,130.0,243.0,195.0,260.0,260.0,313.0,130.0,,,,,295.0,247.0,278.0,247.0,278.0,339.0,226.0,430.0,313.0,247.0,313.0,326.0,278.0,391.0,347.0,65.0,,,295.0,91.0,,,330.0,404.0,313.0,404.0,278.0,404.0,295.0,443.0,278.0,443.0,208.0,430.0,side/right_top/20190103_155359.jpg,right_top,150.2551187030578,151.69924423399362,101.42556456630078,113.24035411011427,179.66494078139144
107,347.0,78.0,278.0,130.0,260.0,130.0,243.0,195.0,260.0,260.0,295.0,130.0,,,,,243.0,247.0,226.0,247.0,278.0,326.0,226.0,430.0,278.0,247.0,295.0,326.0,208.0,430.0,330.0,65.0,,,278.0,91.0,,,330.0,443.0,330.0,443.0,191.0,430.0,313.0,443.0,278.0,443.0,208.0,443.0,side/right_top/20190103_155404.jpg,right_top,120.08092307140524,127.94194366006764,140.65522553644968,114.16684892094719,134.5070661297971
108,365.0,91.0,295.0,143.0,260.0,130.0,313.0,195.0,365.0,247.0,313.0,143.0,330.0,208.0,365.0,247.0,260.0,247.0,226.0,247.0,260.0,339.0,208.0,430.0,278.0,247.0,295.0,326.0,243.0,430.0,347.0,78.0,,,295.0,91.0,,,295.0,443.0,278.0,430.0,,,295.0,443.0,278.0,443.0,191.0,443.0,side/right_top/20190103_155407.jpg,right_top,129.97255961414118,141.290670773355,,117.54735114300973,149.83249425236784
109,347.0,91.0,260.0,130.0,260.0,130.0,243.0,195.0,278.0,260.0,278.0,130.0,,,,,243.0,247.0,243.0,247.0,260.0,339.0,208.0,430.0,260.0,247.0,278.0,326.0,208.0,430.0,330.0,78.0,,,278.0,91.0,,,,,,,173.0,430.0,278.0,443.0,260.0,456.0,191.0,443.0,side/right_top/20190103_155413.jpg,right_top,139.78594444534636,133.22080349384677,,111.22536619828186,154.81864750271112
110,347.0,91.0,278.0,143.0,243.0,143.0,382.0,156.0,156.0,234.0,313.0,156.0,313.0,221.0,295.0,247.0,226.0,260.0,191.0,260.0,208.0,339.0,156.0,443.0,260.0,260.0,226.0,352.0,173.0,443.0,330.0,78.0,,,278.0,104.0,,,226.0,456.0,226.0,417.0,,,226.0,456.0,191.0,456.0,139.0,443.0,side/right_top/20190103_155420.jpg,right_top,141.290670773355,170.06528513153228,,108.15728497704829,162.04651698291636
111,365.0,156.0,417.0,195.0,400.0,195.0,,,,,434.0,182.0,452.0,234.0,400.0,286.0,434.0,286.0,417.0,286.0,417.0,339.0,434.0,404.0,452.0,286.0,434.0,339.0,469.0,417.0,,,365.0,143.0,,,400.0,156.0,400.0,417.0,434.0,430.0,486.0,417.0,382.0,404.0,400.0,404.0,452.0,404.0,side/right_top/20190103_155600.jpg,right_top,165.34324888423956,137.07471980917228,130.56291808467068,111.80140948635182,160.3070074342722
112,313.0,156.0,382.0,169.0,382.0,182.0,,,,,400.0,169.0,504.0,195.0,486.0,234.0,434.0,273.0,417.0,273.0,434.0,326.0,452.0,391.0,434.0,273.0,434.0,326.0,469.0,404.0,,,330.0,143.0,,,365.0,143.0,382.0,404.0,434.0,404.0,486.0,404.0,382.0,404.0,400.0,391.0,486.0,404.0,side/right_top/20190103_155617.jpg,right_top,177.6947497227255,155.8333701570145,136.54983959350892,116.08223300313469,153.43494882292202
113,278.0,130.0,365.0,169.0,347.0,169.0,,,,,382.0,169.0,365.0,234.0,295.0,286.0,434.0,273.0,400.0,273.0,382.0,339.0,417.0,404.0,452.0,273.0,382.0,339.0,452.0,417.0,,,295.0,117.0,,,347.0,130.0,365.0,430.0,417.0,430.0,469.0,417.0,347.0,430.0,365.0,417.0,,,side/right_top/20190103_155756.jpg,right_top,136.44412553093585,91.40937374102083,133.12447410088134,,108.20343104146066
114,295.0,130.0,365.0,169.0,347.0,169.0,,,,,365.0,169.0,417.0,221.0,417.0,286.0,400.0,273.0,365.0,273.0,417.0,339.0,434.0,378.0,400.0,273.0,434.0,339.0,469.0,417.0,,,313.0,117.0,,,347.0,130.0,382.0,417.0,400.0,430.0,486.0,417.0,400.0,378.0,400.0,378.0,,,side/right_top/20190103_155826.jpg,right_top,165.3184384954477,176.91130146804247,125.40208132080438,,177.47534673996066
115,52.0,221.0,52.0,247.0,0.0,260.0,434.0,130.0,0.0,286.0,121.0,234.0,208.0,260.0,,,104.0,313.0,69.0,313.0,52.0,326.0,86.0,404.0,139.0,300.0,69.0,286.0,347.0,469.0,34.0,221.0,69.0,208.0,382.0,78.0,86.0,208.0,,,,,,,52.0,443.0,34.0,430.0,104.0,417.0,side/right_top/20190106_135828(0).jpg,right_top,103.8530929585139,22.045913462371544,,90.40538790157291,42.624534599028166
116,417.0,65.0,17.0,221.0,0.0,234.0,417.0,104.0,0.0,247.0,69.0,208.0,121.0,234.0,191.0,234.0,69.0,286.0,34.0,286.0,17.0,300.0,34.0,378.0,104.0,273.0,17.0,273.0,,,417.0,52.0,0.0,208.0,330.0,39.0,17.0,195.0,,,,,330.0,443.0,17.0,404.0,17.0,404.0,52.0,391.0,side/right_top/20190106_135832.jpg,right_top,117.17719342534569,,,70.23283132320836,51.89109572512849
117,295.0,91.0,156.0,130.0,121.0,117.0,347.0,143.0,434.0,130.0,,,,,,,156.0,286.0,208.0,300.0,173.0,469.0,,,,,173.0,469.0,,,278.0,78.0,,,208.0,78.0,,,,,,,,,,,,,,,side/right_top/20190106_135835.jpg,right_top,,,,,174.6926731506689
118,313.0,91.0,208.0,143.0,173.0,143.0,313.0,208.0,486.0,208.0,260.0,130.0,347.0,182.0,434.0,182.0,,,,,208.0,469.0,260.0,495.0,,,,,,,295.0,78.0,295.0,78.0,208.0,78.0,,,,,,,,,,,,,278.0,482.0,side/right_top/20190106_135836(0).jpg,right_top,,,,,
119,,,347.0,286.0,,,,,,,,,,,,,365.0,378.0,365.0,378.0,365.0,430.0,347.0,521.0,365.0,378.0,382.0,443.0,365.0,521.0,,,,,,,,,,,,,,,,,,,,,side/right_top/image829.jpg,right_top,168.81120007174823,153.04798246124145,,,177.19697075757128
120,417.0,221.0,365.0,247.0,365.0,247.0,365.0,286.0,347.0,339.0,365.0,247.0,,,,,365.0,326.0,365.0,326.0,365.0,404.0,,,347.0,326.0,347.0,404.0,,,400.0,208.0,,,382.0,221.0,,,,,,,,,,,,,,,side/right_top/image830.jpg,right_top,,,,,173.41805534482197
121,,,,,,,,,,,347.0,13.0,382.0,104.0,417.0,182.0,330.0,208.0,330.0,208.0,365.0,339.0,,,347.0,208.0,365.0,352.0,382.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,521.0,313.0,560.0,,,,,side/right_top/image831.jpg,right_top,,178.61914197486593,38.83980860074384,,
122,,,,,,,,,,,347.0,13.0,400.0,104.0,417.0,182.0,,,,,365.0,352.0,382.0,521.0,330.0,208.0,365.0,352.0,365.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,400.0,534.0,313.0,560.0,,,,,side/right_top/image832.jpg,right_top,,166.3388462930945,39.075798094565876,,
123,,,,,,,,,,,347.0,13.0,400.0,104.0,417.0,182.0,,,,,,,,,330.0,195.0,365.0,365.0,382.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,400.0,534.0,,,,,,,side/right_top/image833.jpg,right_top,,174.58559568985075,49.88883543944177,,
124,,,,,,,,,,,347.0,13.0,400.0,104.0,417.0,182.0,,,330.0,221.0,365.0,352.0,365.0,521.0,347.0,208.0,365.0,352.0,382.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image834.jpg,right_top,165.04136392627913,178.61914197486593,39.78511572312024,,
125,,,,,,,,,,,,,,,,,365.0,234.0,365.0,221.0,365.0,365.0,,,,,365.0,365.0,,,,,,,,,,,,,,,,,,,,,,,side/right_top/image835.jpg,right_top,,,,,
126,400.0,221.0,382.0,234.0,365.0,234.0,347.0,300.0,347.0,352.0,417.0,234.0,,,,,347.0,352.0,347.0,352.0,347.0,443.0,347.0,521.0,365.0,352.0,365.0,443.0,365.0,521.0,400.0,208.0,,,382.0,208.0,,,313.0,560.0,330.0,560.0,365.0,547.0,313.0,560.0,313.0,560.0,365.0,547.0,side/right_top/image868.jpg,right_top,180.0,180.0,22.69805770674755,64.48894286539088,157.83086043726124
127,417.0,234.0,365.0,247.0,365.0,247.0,347.0,300.0,347.0,352.0,347.0,234.0,,,,,347.0,339.0,365.0,352.0,365.0,430.0,365.0,521.0,347.0,352.0,365.0,430.0,365.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,,,313.0,560.0,313.0,560.0,,,side/right_top/image869.jpg,right_top,180.0,167.0053832080835,,,157.74099749380883
128,,,347.0,182.0,365.0,234.0,,,,,382.0,169.0,,,,,365.0,326.0,365.0,326.0,382.0,404.0,365.0,521.0,347.0,326.0,365.0,417.0,,,,,,,,,,,,,,,,,,,,,,,side/right_top/image870.jpg,right_top,159.43756024149124,,,,178.61914197486567
129,,,,,,,400.0,117.0,434.0,195.0,,,400.0,117.0,434.0,195.0,347.0,221.0,365.0,221.0,382.0,352.0,365.0,521.0,347.0,221.0,365.0,352.0,365.0,508.0,,,,,,,,,,,,,365.0,521.0,,,,,,,side/right_top/image871.jpg,right_top,166.86183303363464,172.17628926811466,,,
130,,,,,,,,,,,365.0,26.0,417.0,117.0,434.0,195.0,347.0,208.0,330.0,208.0,382.0,352.0,,,365.0,208.0,365.0,339.0,365.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image872.jpg,right_top,,180.0,29.59982900047061,,
131,,,,,,,,,,,365.0,13.0,417.0,117.0,434.0,195.0,347.0,208.0,330.0,221.0,365.0,365.0,382.0,430.0,365.0,208.0,365.0,365.0,382.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image873.jpg,right_top,179.00440259114507,173.78077031120887,41.032811166419975,,
132,,,,,,,,,,,365.0,13.0,400.0,117.0,434.0,195.0,347.0,208.0,347.0,221.0,365.0,378.0,382.0,508.0,365.0,208.0,365.0,378.0,382.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,400.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image874.jpg,right_top,179.09013675954037,173.22043205485008,52.273604906644366,,
133,,,347.0,234.0,382.0,234.0,,,,,330.0,234.0,,,,,365.0,326.0,382.0,326.0,382.0,391.0,,,365.0,326.0,,,382.0,521.0,,,,,,,,,,,,,,,,,,,,,side/right_top/image875.jpg,right_top,,,,,
134,400.0,221.0,400.0,247.0,382.0,247.0,,,,,400.0,247.0,,,,,382.0,339.0,382.0,339.0,,,,,,,,,,,400.0,221.0,400.0,208.0,400.0,221.0,400.0,221.0,,,,,,,,,,,,,side/right_top/image876.jpg,right_top,,,,,
135,417.0,247.0,400.0,260.0,382.0,260.0,382.0,286.0,,,400.0,260.0,,,,,,,400.0,313.0,,,,,,,,,,,400.0,247.0,400.0,234.0,400.0,247.0,417.0,247.0,,,,,,,,,,,,,side/right_top/image877.jpg,right_top,,,,,
136,,,,,,,,,,,,,,,,,365.0,221.0,365.0,221.0,347.0,339.0,365.0,521.0,347.0,221.0,347.0,352.0,365.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,365.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image908.jpg,right_top,165.678578578385,173.92041104216156,31.947740430643574,,
137,,,,,365.0,26.0,365.0,91.0,400.0,195.0,,,,,,,,,347.0,208.0,,,365.0,521.0,,,,,365.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image909.jpg,right_top,,,,,
138,,,347.0,234.0,365.0,234.0,,,,,347.0,234.0,,,,,347.0,326.0,347.0,326.0,365.0,404.0,365.0,521.0,330.0,326.0,347.0,404.0,365.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,534.0,313.0,560.0,313.0,560.0,382.0,534.0,side/right_top/image910.jpg,right_top,167.0053832080835,176.45089583955703,55.41839760285939,65.69297409402307,173.41805534482202
139,,,,,,,,,,,365.0,13.0,382.0,117.0,417.0,195.0,330.0,221.0,330.0,221.0,347.0,352.0,365.0,521.0,347.0,208.0,347.0,352.0,365.0,508.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,521.0,313.0,560.0,313.0,560.0,,,side/right_top/image911.jpg,right_top,178.68558031524094,173.41805534482197,40.19851314855317,,
140,,,,,,,,,,,347.0,13.0,382.0,104.0,417.0,195.0,347.0,208.0,330.0,208.0,365.0,352.0,365.0,508.0,347.0,208.0,365.0,352.0,365.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,534.0,313.0,560.0,313.0,560.0,400.0,521.0,side/right_top/image912.jpg,right_top,166.3388462930945,172.87498365109823,30.18354323585089,62.934808958754296,
141,,,,,,,,,,,365.0,52.0,400.0,117.0,417.0,195.0,347.0,221.0,330.0,221.0,365.0,352.0,382.0,508.0,347.0,221.0,365.0,352.0,382.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image913.jpg,right_top,171.2605936150703,177.92044759188195,39.78511572312024,,
142,,,,,,,,,,,347.0,13.0,400.0,117.0,417.0,195.0,,,330.0,221.0,365.0,365.0,382.0,521.0,347.0,221.0,365.0,365.0,382.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,400.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image914.jpg,right_top,172.55807598188562,179.0942133398898,49.88883543944177,,
143,,,,,,,,,,,347.0,13.0,382.0,104.0,417.0,195.0,,,,,365.0,365.0,,,330.0,221.0,365.0,365.0,382.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,400.0,534.0,,,,,,,side/right_top/image915.jpg,right_top,,172.55807598188562,49.88883543944177,,
144,400.0,221.0,365.0,260.0,365.0,260.0,,,347.0,352.0,382.0,260.0,,,,,365.0,352.0,365.0,352.0,365.0,430.0,365.0,521.0,365.0,352.0,382.0,443.0,382.0,534.0,400.0,221.0,,,382.0,221.0,,,313.0,560.0,330.0,560.0,400.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image916.jpg,right_top,180.0,169.4183644790562,65.2331998328045,,174.25584167623282
145,365.0,234.0,365.0,260.0,347.0,273.0,,,,,382.0,260.0,,,,,365.0,365.0,365.0,365.0,365.0,443.0,365.0,521.0,365.0,365.0,365.0,443.0,382.0,521.0,,,365.0,234.0,,,365.0,234.0,313.0,560.0,330.0,560.0,400.0,534.0,313.0,560.0,313.0,560.0,400.0,534.0,side/right_top/image917.jpg,right_top,180.0,167.7047335770019,94.28780393188167,76.63857120702136,180.0
146,,,347.0,273.0,330.0,273.0,,,,,347.0,273.0,,,,,347.0,365.0,347.0,365.0,365.0,443.0,365.0,521.0,365.0,365.0,365.0,443.0,382.0,521.0,,,,,,,365.0,260.0,313.0,560.0,330.0,560.0,400.0,534.0,313.0,560.0,313.0,560.0,382.0,534.0,side/right_top/image918.jpg,right_top,167.0053832080835,167.7047335770019,94.28780393188167,67.49990725296615,167.00538320808352
147,,,365.0,234.0,365.0,234.0,382.0,273.0,,,347.0,234.0,,,,,365.0,352.0,365.0,352.0,365.0,443.0,365.0,521.0,365.0,352.0,382.0,443.0,365.0,521.0,,,,,382.0,208.0,,,313.0,560.0,330.0,560.0,365.0,547.0,313.0,560.0,313.0,560.0,365.0,547.0,side/right_top/image_210.jpg,right_top,180.0,157.12309805605807,29.896585661843897,63.43494882292201,174.66367990260852
148,400.0,208.0,382.0,247.0,347.0,234.0,,,,,347.0,247.0,,,,,365.0,365.0,365.0,365.0,365.0,443.0,365.0,521.0,382.0,365.0,382.0,443.0,365.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,534.0,313.0,560.0,313.0,547.0,382.0,547.0,side/right_top/image_211.jpg,right_top,180.0,167.7047335770019,27.393519723116363,77.47145971946833,165.58270146519257
149,,,,,,,382.0,117.0,417.0,208.0,,,400.0,117.0,417.0,195.0,365.0,208.0,365.0,208.0,365.0,352.0,365.0,521.0,365.0,208.0,365.0,352.0,365.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,400.0,534.0,313.0,560.0,313.0,547.0,400.0,534.0,side/right_top/image_212.jpg,right_top,180.0,180.0,39.075798094565876,75.18357143479224,
150,,,,,,,,,,,347.0,13.0,400.0,117.0,417.0,195.0,347.0,208.0,347.0,208.0,382.0,352.0,382.0,521.0,347.0,208.0,365.0,352.0,382.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,400.0,534.0,313.0,560.0,313.0,547.0,,,side/right_top/image_213.jpg,right_top,166.3388462930945,178.61914197486593,48.05104053638461,,
151,,,,,365.0,26.0,365.0,91.0,400.0,195.0,,,,,,,,,347.0,208.0,,,365.0,521.0,,,,,365.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image_2131.jpg,right_top,,,,,
152,,,347.0,234.0,365.0,234.0,,,,,347.0,234.0,,,,,347.0,326.0,347.0,326.0,365.0,404.0,365.0,521.0,330.0,326.0,347.0,404.0,365.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,534.0,313.0,560.0,313.0,560.0,382.0,534.0,side/right_top/image_2132.jpg,right_top,167.0053832080835,176.45089583955703,55.41839760285939,65.69297409402307,173.41805534482202
153,,,,,,,,,,,365.0,13.0,382.0,117.0,417.0,195.0,330.0,221.0,330.0,221.0,347.0,352.0,365.0,521.0,347.0,208.0,347.0,352.0,365.0,508.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,521.0,313.0,560.0,313.0,560.0,,,side/right_top/image_2133.jpg,right_top,178.68558031524094,173.41805534482197,40.19851314855317,,
154,,,,,,,,,,,347.0,13.0,382.0,104.0,417.0,195.0,347.0,208.0,330.0,208.0,365.0,352.0,365.0,508.0,347.0,208.0,365.0,352.0,365.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,534.0,313.0,560.0,313.0,560.0,400.0,521.0,side/right_top/image_2134.jpg,right_top,166.3388462930945,172.87498365109823,30.18354323585089,62.934808958754296,
155,,,,,,,,,,,365.0,52.0,400.0,117.0,417.0,195.0,347.0,221.0,330.0,221.0,365.0,352.0,382.0,508.0,347.0,221.0,365.0,352.0,382.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,382.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image_2135.jpg,right_top,171.2605936150703,177.92044759188195,39.78511572312024,,
156,,,,,,,,,,,347.0,13.0,400.0,117.0,417.0,195.0,,,330.0,221.0,365.0,365.0,382.0,521.0,347.0,221.0,365.0,365.0,382.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,400.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image_2136.jpg,right_top,172.55807598188562,179.0942133398898,49.88883543944177,,
157,,,,,,,,,,,347.0,13.0,382.0,104.0,417.0,195.0,,,,,365.0,365.0,,,330.0,221.0,365.0,365.0,382.0,521.0,,,,,,,,,313.0,560.0,330.0,560.0,400.0,534.0,,,,,,,side/right_top/image_2137.jpg,right_top,,172.55807598188562,49.88883543944177,,
158,400.0,221.0,365.0,260.0,365.0,260.0,,,347.0,352.0,382.0,260.0,,,,,365.0,352.0,365.0,352.0,365.0,430.0,365.0,521.0,365.0,352.0,382.0,443.0,382.0,534.0,400.0,221.0,,,382.0,221.0,,,313.0,560.0,330.0,560.0,400.0,534.0,313.0,560.0,313.0,560.0,,,side/right_top/image_2138.jpg,right_top,180.0,169.4183644790562,65.2331998328045,,174.25584167623282
159,365.0,234.0,365.0,260.0,347.0,273.0,,,,,382.0,260.0,,,,,365.0,365.0,365.0,365.0,365.0,443.0,365.0,521.0,365.0,365.0,365.0,443.0,382.0,521.0,,,365.0,234.0,,,365.0,234.0,313.0,560.0,330.0,560.0,400.0,534.0,313.0,560.0,313.0,560.0,400.0,534.0,side/right_top/image_2139.jpg,right_top,180.0,167.7047335770019,94.28780393188167,76.63857120702136,180.0
160,,,347.0,273.0,330.0,273.0,,,,,347.0,273.0,,,,,347.0,365.0,347.0,365.0,365.0,443.0,365.0,521.0,365.0,365.0,365.0,443.0,382.0,521.0,,,,,,,365.0,260.0,313.0,560.0,330.0,560.0,400.0,534.0,313.0,560.0,313.0,560.0,382.0,534.0,side/right_top/image_2140.jpg,right_top,167.0053832080835,167.7047335770019,94.28780393188167,67.49990725296615,167.00538320808352
